Real Time(s),CPU Time(s),YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
0.00,0.0,1024,512,480,512,0,8,2.092,0.0,0.0,1
0.00,0.0,1536,991,512,512,8,80,1.301,0.0,0.0,1
0.00,0.0,1536,1536,512,512,80,496,1.826,0.0,0.0,1
0.01,0.0,1536,512,511,2048,496,469,4.423,0.0,0.0,0
0.00,0.0,2560,1535,480,2048,469,1030,2.340,0.0,0.0,1
0.00,0.0,2560,2528,480,2560,1030,2102,2.231,0.0,0.0,1
0.01,0.0,4096,480,0,6144,2102,2542,5.812,0.0,0.0,0
0.00,0.0,5120,3072,1664,6144,2542,2542,2.513,0.0,0.0,1
0.00,0.0,5632,4736,2016,6144,2542,3766,4.229,0.0,0.0,1
0.00,0.0,6656,5600,3040,6144,3766,4606,5.115,0.0,0.0,1
0.01,0.0,9216,6624,4064,6144,4606,5446,5.354,0.0,0.0,1
0.02,0.04,9216,4064,3545,10752,5446,5820,17.709,0.02,0.02,0
0.01,0.02,10240,8665,5088,10752,5820,6940,6.772,0.02,0.0,1
0.01,0.02,12800,10208,6464,10752,6940,8236,8.123,0.02,0.0,1
0.01,0.0,13824,12608,5824,12288,8236,12108,7.226,0.0,0.0,1
0.02,0.0,13824,5824,5780,18944,12108,11997,20.422,0.0,0.0,0
0.01,0.02,15360,11924,3200,18944,11997,17877,9.108,0.0,0.02,1
0.02,0.02,16384,3200,2148,28672,17877,18800,19.101,0.02,0.0,0
0.01,0.0,17408,11876,5568,28672,18800,20992,10.100,0.0,0.0,1
0.01,0.0,21504,15296,5088,28672,20992,26600,11.652,0.0,0.0,1
0.04,0.03,21504,5088,2474,40448,26600,28515,36.962,0.03,0.0,0
0.02,0.03,21504,15786,8192,40448,28515,34251,18.417,0.03,0.0,1
0.04,0.05,21504,8192,2044,54784,34251,40283,39.357,0.05,0.0,0
0.02,0.02,25088,15356,11744,54784,40283,43955,19.653,0.02,0.0,1
0.02,0.02,28160,25056,13344,56320,43955,55843,24.051,0.02,0.0,1
0.07,0.11,28160,13344,11748,75264,55843,56121,71.111,0.09,0.02,0
0.03,0.03,31744,25060,13344,75264,56121,68065,28.998,0.03,0.0,1
0.05,0.06,31744,13344,6122,98304,68065,75024,53.940,0.06,0.0,0
0.02,0.06,33280,20970,18400,98304,75024,77648,18.782,0.06,0.0,1
0.03,0.05,38912,33248,14880,98304,77648,96256,30.330,0.03,0.02,1
0.10,0.16,38912,14880,10726,127488,96256,98013,98.501,0.16,0.0,0
0.03,0.04,39936,27110,16448,127488,98013,108917,32.099,0.02,0.02,1
0.04,0.07,36864,32832,24576,127488,108917,117229,35.004,0.02,0.05,1
0.12,0.16,36864,24576,14308,159232,117229,127140,119.923,0.16,0.0,0
0.03,0.03,44032,26596,12288,159232,127140,141684,35.169,0.03,0.0,1
0.12,0.17,44032,12288,0,190464,141684,153704,124.433,0.17,0.0,0
0.02,0.03,44544,14336,14336,190464,153704,153704,17.221,0.03,0.0,1
0.04,0.06,41472,28672,28704,190464,161896,161896,35.114,0.06,0.0,1
0.04,0.05,45568,40992,33280,190464,161896,169688,38.918,0.02,0.03,1
0.04,0.05,51200,45568,35104,190464,169688,180328,36.138,0.05,0.0,1
0.18,0.28,51200,35104,20696,228352,180328,190234,176.261,0.28,0.0,0
0.03,0.06,55808,30424,22432,228352,190234,198410,33.276,0.06,0.0,1
0.02,0.03,53248,32160,32160,228352,198410,198410,18.664,0.03,0.0,1
0.02,0.03,55808,40864,40864,228352,198410,198410,21.906,0.03,0.0,1
0.03,0.04,57344,49568,43808,228352,198410,204202,29.141,0.02,0.02,1
0.03,0.04,62464,49440,32736,228352,204202,221146,28.423,0.02,0.02,1
0.15,0.25,62464,32736,24971,269312,221146,228294,148.320,0.23,0.02,0
0.04,0.06,60416,30603,16544,269312,228294,242638,37.565,0.06,0.0,1
0.02,0.0,23552,23200,16608,269312,242638,249302,15.782,0.0,0.0,1
0.02,0.03,59392,23264,13312,269312,249302,259382,16.417,0.03,0.0,1
0.16,0.29000000000000004,60416,13312,3031,313344,259382,269088,156.228,0.27,0.02,0
0.03,0.06,61440,12247,9248,313344,269088,272176,33.186,0.06,0.0,1
0.01,0.0,57344,18464,18432,313344,272176,272176,13.656,0.0,0.0,1
0.02,0.03,30720,29184,19968,313344,272176,281520,20.718,0.03,0.0,1
0.02,0.03,54272,30720,21536,313344,281520,290856,21.531,0.03,0.0,1
0.03,0.06,56832,34336,23552,313344,290856,301752,24.435,0.06,0.0,1
0.20,0.39,56832,23552,11734,359424,301752,312962,198.576,0.39,0.0,0
0.05,0.06,52736,24534,19232,359424,312962,318386,45.836,0.06,0.0,1
0.02,0.03,55296,33568,33568,359424,318386,318386,22.359,0.03,0.0,1
0.05,0.06,54784,47904,41472,359424,334770,341282,48.061,0.06,0.0,1
0.03,0.03,59904,52736,48640,359424,341282,345426,31.977,0.03,0.0,1
0.24,0.42,59904,48640,26570,405504,345426,358928,240.534,0.42,0.0,0
0.05,0.1,64512,37834,24256,405504,358928,372768,53.606,0.08,0.02,1
0.02,0.03,67072,37056,37088,405504,372768,372768,22.464,0.03,0.0,1
0.03,0.03,67072,49888,42432,405504,372768,380296,30.305,0.03,0.0,1
0.03,0.03,69632,54208,48672,405504,380296,385936,31.523,0.03,0.0,1
0.04,0.05,74752,60448,36352,410624,385936,410312,38.732,0.05,0.0,1
0.25,0.45,75264,36352,35236,466432,410312,410526,250.387,0.45,0.0,0
0.07,0.12,75776,49572,25856,466432,410526,434678,65.020,0.12,0.0,1
0.03,0.03,70656,40192,28704,466432,434678,446342,27.828,0.03,0.0,1
0.27,0.52,72704,28704,8161,529920,446342,466203,270.755,0.52,0.0,0
0.06,0.09,75264,26593,22816,529920,466203,470107,60.431,0.09,0.0,1
0.03,0.03,74752,41248,41248,529920,470107,470107,28.537,0.03,0.0,1
0.04,0.06,76288,60192,57344,529920,470107,472963,37.933,0.06,0.0,1
0.05,0.1,82432,76288,54560,529920,472963,495027,50.333,0.08,0.02,1
0.04,0.06,87040,71456,53728,529920,495027,513011,43.584,0.06,0.0,1
0.32,0.59,87040,53728,36214,601600,513011,529649,317.758,0.59,0.0,0
0.08,0.12,87552,53110,41536,601600,529649,541505,76.810,0.12,0.0,1
0.04,0.07,90112,60480,48000,601600,541505,554153,38.707,0.05,0.02,1
0.04,0.06,90112,66944,54816,601600,554153,566449,44.353,0.06,0.0,1
0.05,0.09,92672,73760,56864,601600,566449,583585,48.994,0.09,0.0,1
0.37,0.71,92672,56864,38343,675840,583585,601124,371.572,0.69,0.02,0
0.09,0.16,94720,57287,31104,675840,601124,627788,88.757,0.16,0.0,1
0.03,0.09,96256,52096,52128,675840,627788,627788,35.887,0.09,0.0,1
0.05,0.1,95744,73120,60992,675840,627788,640084,50.400,0.08,0.02,1
0.48,0.86,95744,80960,60832,757760,672852,675790,479.345,0.86,0.0,0
0.11,0.19,99328,80800,62016,757760,675790,694974,105.195,0.16,0.03,1
0.05,0.09,94720,81984,81984,757760,694974,694974,52.946,0.09,0.0,1
0.06,0.08,104448,94272,73280,757760,694974,716246,56.978,0.08,0.0,1
0.05,0.09,110592,85568,64544,757760,716246,737526,53.442,0.09,0.0,1
0.45,0.81,110592,64544,43429,849920,737526,757574,444.514,0.81,0.0,0
0.10,0.19,110592,57253,31008,849920,757574,784238,97.529,0.19,0.0,1
0.03,0.04,108032,44832,35904,849920,784238,793302,29.312,0.02,0.02,1
0.03,0.06,59904,51776,43552,849920,793302,801662,33.348,0.06,0.0,1
0.04,0.09,101376,59424,45600,849920,801662,815670,39.185,0.09,0.0,1
0.05,0.06,105472,64032,34336,849920,815670,845766,46.609,0.06,0.0,1
0.49,0.92,105472,34336,29132,952832,845766,849540,486.611,0.92,0.0,0
0.10,0.19,106496,47564,18464,952832,849540,879140,102.519,0.19,0.0,1
0.03,0.09,107520,38944,20544,952832,879140,897836,33.607,0.09,0.0,1
0.03,0.06,108544,41024,20512,952832,897836,918620,33.608,0.06,0.0,1
0.52,0.97,109056,20512,0,1024000,918620,937970,517.143,0.95,0.02,0
0.02,0.03,105984,23040,23072,1024000,937970,937970,20.540,0.03,0.0,1
0.03,0.06,109056,48160,48192,1024000,937970,937970,33.601,0.06,0.0,1
0.05,0.06,102912,73280,73312,1024000,937970,937970,47.414,0.06,0.0,1
0.06,0.09,111104,92768,91648,1024000,937970,939074,56.991,0.09,0.0,1
0.08,0.12,127488,111104,63296,1024000,939074,987538,74.829,0.09,0.03,1
0.57,1.06,127488,63296,26318,1024000,987538,1023617,572.094,1.06,0.0,0
0.57,1.07,127488,48334,48304,1024000,1023617,1023617,571.570,1.05,0.02,0
0.56,1.08,127488,48334,48333,1024000,1023617,1023617,563.935,1.08,0.0,0
0.56,1.08,127488,48334,48334,1024000,1023617,1023617,559.920,1.06,0.02,0
0.55,1.11,127488,48334,48334,1024000,1023622,1023622,549.348,1.11,0.0,0
0.55,1.03,127488,48334,48334,1024000,1023626,1023626,554.050,1.03,0.0,0
0.55,1.06,127488,48334,48334,1024000,1023631,1023631,549.228,1.06,0.0,0
0.56,1.09,127488,48334,48334,1024000,1023636,1023636,560.082,1.09,0.0,0
0.55,1.05,127488,48334,48334,1024000,1023640,1023640,552.390,1.05,0.0,0
0.55,1.11,127488,48334,48334,1024000,1023645,1023645,549.387,1.09,0.02,0
0.55,1.0,127488,48334,48334,1024000,1023650,1023650,551.253,1.0,0.0,0
0.55,1.06,127488,48334,48334,1024000,1023654,1023654,549.716,1.06,0.0,0
0.55,1.06,127488,48334,48334,1024000,1023659,1023659,551.664,1.06,0.0,0
0.57,1.09,127488,48334,48334,1024000,1023664,1023664,565.393,1.09,0.0,0
0.55,1.03,127488,48334,48334,1024000,1023668,1023668,550.956,1.03,0.0,0
0.55,1.07,127488,48334,48334,1024000,1023673,1023673,550.224,1.05,0.02,0
0.57,1.11,127488,48334,48334,1024000,1023678,1023678,570.709,1.11,0.0,0
0.56,1.03,127488,48334,48334,1024000,1023682,1023682,557.169,1.03,0.0,0
0.56,1.05,127488,48334,48334,1024000,1023687,1023687,559.924,1.05,0.0,0
0.55,1.08,127488,48334,48334,1024000,1023692,1023692,554.235,1.08,0.0,0
0.56,1.02,127488,48334,48334,1024000,1023696,1023696,554.254,1.02,0.0,0
0.55,1.09,127488,48334,48334,1024000,1023701,1023701,552.870,1.09,0.0,0
0.56,1.03,127488,48334,48334,1024000,1023706,1023706,554.563,1.0,0.03,0
0.55,1.06,127488,48334,48334,1024000,1023710,1023710,552.136,1.06,0.0,0
0.55,1.03,127488,48334,48334,1024000,1023715,1023715,551.408,1.03,0.0,0
0.55,1.0,127488,48334,48334,1024000,1023720,1023720,553.906,1.0,0.0,0
0.55,1.1,127488,48334,48334,1024000,1023724,1023724,552.078,1.08,0.02,0
0.55,1.03,127488,48334,48334,1024000,1023729,1023729,550.761,1.03,0.0,0
0.55,1.06,127488,48334,48334,1024000,1023734,1023734,552.410,1.06,0.0,0
0.55,1.08,127488,48334,48334,1024000,1023738,1023738,554.110,1.08,0.0,0
0.56,1.05,127488,48334,48334,1024000,1023743,1023743,563.462,1.05,0.0,0
0.55,1.09,127488,48334,48334,1024000,1023748,1023748,551.463,1.09,0.0,0
0.56,1.08,127488,48334,48334,1024000,1023752,1023752,554.996,1.08,0.0,0
0.55,1.03,127488,48334,48334,1024000,1023757,1023757,549.898,1.03,0.0,0
0.56,1.08,127488,48334,48334,1024000,1023762,1023762,555.550,1.08,0.0,0
0.56,1.03,127488,48334,48334,1024000,1023766,1023766,555.037,1.03,0.0,0
0.55,1.07,127488,48334,48334,1024000,1023771,1023771,551.557,1.05,0.02,0
0.55,1.07,127488,48334,48334,1024000,1023776,1023776,551.442,1.05,0.02,0
0.55,1.03,127488,48334,48334,1024000,1023780,1023780,551.000,1.03,0.0,0
0.55,1.02,127488,48334,48334,1024000,1023785,1023785,552.091,1.02,0.0,0
0.56,1.05,127488,48334,48334,1024000,1023790,1023790,555.228,1.05,0.0,0
0.55,1.03,127488,48334,48334,1024000,1023794,1023794,553.833,1.03,0.0,0
0.55,1.09,127488,48334,48334,1024000,1023799,1023799,549.457,1.09,0.0,0
0.56,1.03,127488,48334,48334,1024000,1023804,1023804,555.300,1.03,0.0,0
0.55,1.06,127488,48334,48334,1024000,1023808,1023808,551.900,1.06,0.0,0
0.55,1.08,127488,48334,48334,1024000,1023813,1023813,549.718,1.08,0.0,0
0.55,1.03,127488,48334,48334,1024000,1023818,1023818,551.059,1.03,0.0,0
0.55,1.07,127488,48334,48334,1024000,1023822,1023822,552.489,1.05,0.02,0
0.55,1.1,127488,48334,48334,1024000,1023827,1023827,550.926,1.08,0.02,0
0.55,1.03,127488,48334,48334,1024000,1023832,1023832,554.036,1.03,0.0,0
0.55,1.06,127488,48334,48334,1024000,1023836,1023836,551.566,1.06,0.0,0
0.55,1.09,127488,48334,48334,1024000,1023841,1023841,551.999,1.09,0.0,0
0.56,1.02,127488,48334,48334,1024000,1023846,1023846,555.168,1.02,0.0,0
0.56,1.06,127488,48334,48334,1024000,1023850,1023850,555.639,1.06,0.0,0
0.55,1.06,127488,48334,48334,1024000,1023855,1023855,554.949,1.06,0.0,0
0.55,1.08,127488,48334,48334,1024000,1023860,1023860,552.337,1.06,0.02,0
0.55,1.02,127488,48334,48334,1024000,1023864,1023864,552.038,1.02,0.0,0
0.55,1.06,127488,48334,48334,1024000,1023869,1023869,550.904,1.06,0.0,0
0.55,1.11,127488,48334,48334,1024000,1023874,1023874,549.466,1.11,0.0,0
0.55,1.03,127488,48334,48334,1024000,1023878,1023878,550.096,1.03,0.0,0
0.55,1.08,127488,48334,48334,1024000,1023883,1023883,550.131,1.08,0.0,0
0.55,1.09,127488,48334,48334,1024000,1023888,1023888,554.898,1.09,0.0,0
0.55,1.05,127488,48334,48334,1024000,1023892,1023892,554.702,1.05,0.0,0
0.55,1.09,127488,48334,48334,1024000,1023897,1023897,553.583,1.09,0.0,0
0.55,1.03,127488,48334,48334,1024000,1023902,1023902,553.037,1.03,0.0,0
0.55,1.06,127488,48334,48334,1024000,1023906,1023906,551.775,1.06,0.0,0
0.55,1.09,127488,48334,48334,1024000,1023911,1023911,550.851,1.09,0.0,0
0.56,1.09,127488,48334,48334,1024000,1023916,1023916,562.194,1.09,0.0,0
0.55,1.02,127488,48334,48334,1024000,1023920,1023920,550.837,1.02,0.0,0
0.55,1.05,127488,48334,48334,1024000,1023925,1023925,549.176,1.05,0.0,0
0.56,1.06,127488,48334,48334,1024000,1023930,1023930,562.135,1.06,0.0,0
0.55,1.06,127488,48334,48334,1024000,1023934,1023934,550.907,1.06,0.0,0
0.55,1.09,127488,48334,48334,1024000,1023939,1023939,552.377,1.09,0.0,0
0.55,1.03,127488,48334,48334,1024000,1023944,1023944,551.639,1.03,0.0,0
0.56,1.06,127488,48334,48334,1024000,1023948,1023948,556.590,1.06,0.0,0
0.55,1.02,127488,48334,48334,1024000,1023953,1023953,553.912,1.02,0.0,0
0.56,1.09,127488,48334,48334,1024000,1023958,1023958,562.397,1.09,0.0,0
0.55,1.11,127488,48334,48334,1024000,1023962,1023962,552.681,1.11,0.0,0
0.55,1.05,127488,48334,48334,1024000,1023967,1023967,549.752,1.03,0.02,0
0.55,1.03,127488,48334,48334,1024000,1023972,1023972,552.519,1.03,0.0,0
0.55,1.07,127488,48334,48334,1024000,1023976,1023976,549.261,1.05,0.02,0
0.55,1.08,127488,48334,48334,1024000,1023981,1023981,550.585,1.08,0.0,0
0.55,1.03,127488,48334,48334,1024000,1023986,1023986,551.195,1.03,0.0,0
0.57,1.06,127488,48334,48334,1024000,1023990,1023990,565.909,1.06,0.0,0
0.56,1.09,127488,48334,48334,1024000,1023995,1023995,563.369,1.09,0.0,0
0.55,1.06,127488,48334,48334,1024000,1023999,1023999,551.779,1.06,0.0,0
0.64,1.2,127488,48334,48334,1024000,1023999,1023995,636.962,1.2,0.0,0
0.55,1.06,127488,48334,48334,1024000,1023995,1023995,553.533,1.06,0.0,0
0.56,1.06,127488,48334,48334,1024000,1023999,1023999,557.851,1.06,0.0,0
0.56,1.06,127488,48334,48334,1024000,1023999,1023999,559.760,1.06,0.0,0
0.63,1.2,127488,48334,48334,1024000,1023999,1023998,632.607,1.17,0.03,0
0.56,1.03,127488,48334,48334,1024000,1023998,1023998,556.076,1.03,0.0,0
0.63,1.19,127488,48334,48334,1024000,1023999,1023997,633.312,1.17,0.02,0
